Image Name,Class Label
അ/100.png,0
അ/101.png,0
അ/102.png,0
അ/103.png,0
അ/104.png,0
അ/105.png,0
അ/106.png,0
അ/107.png,0
അ/108.png,0
അ/109.png,0
അ/11.png,0
അ/110.png,0
അ/111.png,0
അ/112.png,0
അ/113.png,0
അ/114.png,0
അ/115.png,0
അ/116.png,0
അ/117.png,0
അ/118.png,0
അ/119.png,0
അ/120.png,0
അ/124.png,0
അ/125.png,0
അ/126.png,0
അ/127.png,0
അ/128.png,0
അ/129.png,0
അ/13.png,0
അ/131.png,0
അ/132.png,0
അ/133.png,0
അ/134.png,0
അ/135.png,0
അ/136.png,0
അ/137.png,0
അ/138.png,0
അ/139.png,0
അ/14.png,0
അ/140.png,0
അ/141.png,0
അ/142.png,0
അ/143.png,0
അ/144.png,0
അ/145.png,0
അ/146.png,0
അ/147.png,0
അ/148.png,0
അ/149.png,0
അ/15.png,0
അ/150.png,0
അ/151.png,0
അ/152.png,0
അ/153.png,0
അ/154.png,0
അ/155.png,0
അ/156.png,0
അ/158.png,0
അ/159.png,0
അ/16.png,0
അ/160.png,0
അ/161.png,0
അ/162.png,0
അ/163.png,0
അ/164.png,0
അ/165.png,0
അ/166.png,0
അ/167.png,0
അ/168.png,0
അ/169.png,0
അ/170.png,0
അ/172.png,0
അ/173.png,0
അ/174.png,0
അ/175.png,0
അ/176.png,0
അ/177.png,0
അ/178.png,0
അ/179.png,0
അ/18.png,0
അ/180.png,0
അ/181.png,0
അ/185.png,0
അ/186.png,0
അ/187.png,0
അ/188.png,0
അ/19.png,0
അ/190.png,0
അ/191.png,0
അ/192.png,0
അ/193.png,0
അ/194.png,0
അ/195.png,0
അ/196.png,0
അ/197.png,0
അ/198.png,0
അ/199.png,0
അ/20.png,0
അ/200.png,0
അ/201.png,0
അ/202.png,0
അ/203.png,0
അ/204.png,0
അ/205.png,0
അ/206.png,0
അ/207.png,0
അ/208.png,0
അ/209.png,0
അ/21.png,0
അ/210.png,0
അ/211.png,0
അ/212.png,0
അ/213.png,0
അ/215.png,0
അ/217.png,0
അ/218.png,0
അ/22.png,0
അ/220.png,0
അ/221.png,0
അ/222.png,0
അ/223.png,0
അ/225.png,0
അ/227.png,0
അ/23.png,0
അ/230.png,0
അ/231.png,0
അ/232.png,0
അ/233.png,0
അ/235.png,0
അ/25.png,0
അ/26.png,0
അ/28.png,0
അ/29.png,0
അ/3.png,0
അ/30.png,0
അ/31.png,0
അ/32.png,0
അ/33.png,0
അ/34.png,0
അ/35.png,0
അ/36.png,0
അ/37.png,0
അ/38.png,0
അ/40.png,0
അ/42.png,0
അ/43.png,0
അ/44.png,0
അ/45.png,0
അ/46.png,0
അ/47.png,0
അ/48.png,0
അ/49.png,0
അ/5.png,0
അ/51.png,0
അ/52.png,0
അ/53.png,0
അ/54.png,0
അ/55.png,0
അ/56.png,0
അ/57.png,0
അ/58.png,0
അ/59.png,0
അ/60.png,0
അ/61.png,0
അ/63.png,0
അ/64.png,0
അ/65.png,0
അ/66.png,0
അ/67.png,0
അ/68.png,0
അ/69.png,0
അ/7.png,0
അ/70.png,0
അ/71.png,0
അ/72.png,0
അ/73.png,0
അ/74.png,0
അ/75.png,0
അ/76.png,0
അ/77.png,0
അ/78.png,0
അ/79.png,0
അ/80.png,0
അ/81.png,0
അ/82.png,0
അ/83.png,0
അ/85.png,0
അ/86.png,0
അ/87.png,0
അ/88.png,0
അ/89.png,0
അ/90.png,0
അ/91.png,0
അ/92.png,0
അ/93.png,0
അ/95.png,0
അ/98.png,0
അ/99.png,0
ആ/10.png,1
ആ/100.png,1
ആ/101.png,1
ആ/102.png,1
ആ/103.png,1
ആ/104.png,1
ആ/105.png,1
ആ/106.png,1
ആ/107.png,1
ആ/108.png,1
ആ/109.png,1
ആ/11.png,1
ആ/110.png,1
ആ/111.png,1
ആ/112.png,1
ആ/113.png,1
ആ/115.png,1
ആ/116.png,1
ആ/117.png,1
ആ/118.png,1
ആ/119.png,1
ആ/12.png,1
ആ/120.png,1
ആ/121.png,1
ആ/122.png,1
ആ/123.png,1
ആ/124.png,1
ആ/125.png,1
ആ/126.png,1
ആ/127.png,1
ആ/128.png,1
ആ/129.png,1
ആ/13.png,1
ആ/131.png,1
ആ/132.png,1
ആ/133.png,1
ആ/134.png,1
ആ/135.png,1
ആ/136.png,1
ആ/137.png,1
ആ/138.png,1
ആ/139.png,1
ആ/14.png,1
ആ/140.png,1
ആ/141.png,1
ആ/142.png,1
ആ/143.png,1
ആ/144.png,1
ആ/145.png,1
ആ/146.png,1
ആ/147.png,1
ആ/148.png,1
ആ/149.png,1
ആ/15.png,1
ആ/150.png,1
ആ/151.png,1
ആ/152.png,1
ആ/153.png,1
ആ/154.png,1
ആ/155.png,1
ആ/156.png,1
ആ/157.png,1
ആ/158.png,1
ആ/159.png,1
